job_title,company,location,preferred_qualifications,minimum_qualifications,url,source
Staff Data Scientist focused on Business Analytics,Anyscale,Anyscale Inc.,"['Strong proficiency in data tools and technologies, such as SQL, Python, or R', 'Experience with data visualization platforms like Preset, Tableau, Power BI, Databricks, or Looker', 'Excellent collaboration and communication skills', 'Demonstrated experience in leveraging analytics and forecasting models to drive strategic decision-making and business growth']","['BS degree in Data Science, Statistics, Information Technology, Business, Operations, or a related discipline', '8+ years of industry experience', 'Proven ability to design and maintain scalable data ecosystems, including data pipelines, dashboards, and key business metrics, ensuring data accuracy and integrity']",https://www.linkedin.com/jobs/view/staff-data-scientist-business-analytics-at-anyscale-4127796818,LinkedIn
Data Scientist,Pinterest,US based applicants only,"['Experience using machine learning and deep learning frameworks, such as PyTorch, TensorFlow or scikit-learn', 'A scientifically rigorous approach to analysis and data, and a well-tuned sense of skepticism, attention to detail and commitment to high-quality, results-oriented output']","['4+ years of experience analyzing data in a fast-paced, data-driven environment with proven ability to apply scientific methods to solve real-world problems on web-scale data', 'Extensive experience solving analytical problems using quantitative approaches including in the fields of Machine Learning, Statistical Modeling, Forecasting, Econometrics or other related fields', 'Ability to manipulate large data sets with high dimensionality and complexity; fluency in SQL (or other database languages) and a scripting language (Python or R)', 'Excellent communication skills and ability to explain learnings to both technical and non-technical partners', 'Bachelor’s degree in Computer Science, a related field or equivalent experience']",https://www.linkedin.com/jobs/view/data-scientist-at-pinterest-3965753694,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"[""Master's or Ph.D. Degree in a quantitative field""]","['A minimum of 6 years of work experience in analytics (minimum of 4 years with a Ph.D.)', ""Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience"", 'Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)']",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120824514,LinkedIn
Parsing Error,Notion,Parsing Error,['Parsing Error'],['Parsing Error'],https://www.linkedin.com/jobs/view/data-scientist-growth-at-notion-4143307444,LinkedIn
Product Data Scientist,Notion,San Francisco or New York City,"['Expertise in SQL and at least one scripting language (ideally Python or R)', 'Experience building predictive models and evaluating their effectiveness', 'Comfortable transforming raw data to build own data sets', 'Bias for using the right tools efficiently']","['Meaningful experience as a data scientist partnering with product and engineering teams', 'Ability to use statistical inference and experimentation for actionable recommendations']",https://www.linkedin.com/jobs/view/data-scientist-product-at-notion-4034434518,LinkedIn
Data Scientist - Product Analytics,Brex,San Francisco,"['Experience working in B2B SaaS or fintech', 'Experience in developing frameworks to measure feature adoption and identifying product opportunities that drive customer lifetime value', 'Familiarity with product analytics tools (e.g., Amplitude, StatSig)']","['Master’s degree or Ph.D. in Statistics, Computer Science, Economics, or a related quantitative field', '3+ years of experience in a data science, analytics, or related role focused on product analytics', 'Strong experience with SQL and Python (or R) for data analysis and modeling', 'Proficiency in A/B testing methodologies, causal inference, and predictive modeling', 'Ability to translate complex data insights into strategic business recommendations', 'Familiarity with BI tools (e.g., Tableau, Looker) and data visualization best practices', 'Strong problem-solving skills and the ability to work in a fast-paced, cross-functional environment']",https://www.linkedin.com/jobs/view/data-scientist-ii-at-brex-4190721224,LinkedIn
"Data Scientist II, Credit",Brex,San Francisco,"['Experience working in B2B SaaS or fintech, particularly in a lending environment.', 'Familiarity with risk-based pricing models and financial modeling techniques.', 'Experience working with credit decisioning systems and automated underwriting workflows.', 'Knowledge of regulatory frameworks such as CECL, Basel II/III, or stress testing methodologies.']","['Master’s degree or Ph.D. in Statistics, Economics, Finance, Computer Science, or a related quantitative field.', '3+ years of experience in credit risk analytics, underwriting strategy, or related data science roles in lending or financial services.', 'Strong experience with SQL and Python (or R) for data analysis and modeling.', 'Proficiency in credit risk modeling techniques, including logistic regression, scorecard development, and loss forecasting.', 'Familiarity with credit bureau data, alternative data sources, and regulatory risk considerations.', 'Ability to synthesize complex analyses into actionable business insights and communicate findings to stakeholders.', 'Experience with experimentation and causal inference methodologies.']",https://www.linkedin.com/jobs/view/data-scientist-ii-credit-at-brex-4190719240,LinkedIn
Staff Data Scientist,SoFi,SoFi,"['Experience in communicating with OCC, Fed, and CFPB']","['6+ years of work experience in the related areas especially unsecured loan underwriting with a Master’s or PhD degree in Statistics, Mathematics, Economics, Engineering, Computer Science, or a quantitative field.', 'Excellent knowledge and experience of machine learning and statistical modeling methods for supervised and unsupervised learning.', 'Strong programming skills in Python', 'Strong knowledge of databases and related languages/tools such as SQL, NoSQL, Hive, etc.', 'Strong presentation skills: able to use data to tell a clear and compelling story; comfortable with public speaking across various forums, including regulatory examinations, and able to effectively and logically communicate when information is being challenged in an open forum.', 'Ability and confidence to exercise influence over a wide range of individuals at different levels of technical and business leadership.', 'Someone who is highly motivated and drives change, is eager to learn and able to work collaboratively in a complex and fluid environment']",https://www.linkedin.com/jobs/view/staff-data-scientist-at-sofi-4172503886,LinkedIn
AI/ML Engineer,Ikigai,Ikigai Labs,"[""Master's degree in Computer Science, Math, Engineering, or related field"", 'Experience with big data and distributed computing (Hadoop, MapReduce, Spark, Storm)', 'Experience with Kubernetes and/or EKS', 'Proficiency in Python, AWS services, and ETL/ELT pipelines']","['Bachelor’s degree in Computer Science, Math, Engineering, or related field with 2+ years of experience', 'Strong understanding of data structures, data modeling, algorithms, and software architecture', 'Proficient in probability, statistics, and algorithm development', 'Hands-on experience with ML and deep learning libraries (Scikit Learn, Keras, TensorFlow, PyTorch, Theano, DyLib)', 'Understanding of key software design principles, design patterns, and testing best practices', 'Ability to learn quickly in a fast-paced, agile environment', 'Excellent organizational, time management, and communication skills', 'Willingness to engage in pair programming, share knowledge, and provide and receive constructive feedback', 'Strong problem-solving skills and the ability to take initiative']",https://www.linkedin.com/jobs/view/machine-learning-engineer-at-ikigai-4184821866,LinkedIn
Data Scientist - Community Health,Twitch,United States,"['MS/MA or higher in Analytics, Data Science, Computer Science, Mathematics, or a related technical field', 'Experience in a data science team working on customer software products, analytics, and insights', 'Experience working with software development and operational event data', 'Familiarity with Twitch, either as a viewer or creator (or both!)']","['BA/BS in Analytics, Data Science, Computer Science, Mathematics, or equivalent industry experience', '3+ years of experience as a data scientist or data analyst in a high velocity, data-driven environment', '3+ years of machine learning/statistical modeling data analysis tools and techniques, and parameters that affect their performance experience', 'Expert SQL skills and proficiency in Python/R', 'Experience using data to create insight, drive business decisions and influence leadership']",https://www.linkedin.com/jobs/view/data-scientist-analytics-at-twitch-4102587824,LinkedIn
Data Scientist - Content Safety Platform,Google,United States,"['2 years of work experience using analytics to solve product or business problems, coding (e.g., Python, R, SQL), querying databases or statistical analysis.', 'Familiarity with approaches to evaluate the performance of machine learning classifiers and familiarity with explainable AI techniques.', 'Ability to translate the business objectives in a content classification problem to an evaluation methodology.']","[""Master's degree in Statistics, Mathematics, Physics, Economics, Operations Research, Engineering, or a related quantitative field."", 'Experience in Artificial Intelligence or Machine Learning.', 'Experience coding in Python.']",https://www.linkedin.com/jobs/view/data-scientist-content-safety-platform-at-google-4183425950,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"['Experience in collaborating with individuals and organizations', 'Experience working with large scale dataset', 'Internship experience in solving analytical problems using quantitative approaches']","[""Currently has or is pursuing a Bachelor's and/or Master’s degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta."", 'Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)', 'Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment', ""Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.""]",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187595834,LinkedIn
Machine Learning Engineer,Quantcast,San Francisco,"['Fluency in Python, Java or similar programming languages.', 'Strong skills in mathematics and statistics.', 'Working knowledge of ML algorithms such as classification, control systems, optimization, clustering, LLMs or recommendation systems.', 'An interest in distributed system and software design, concurrent algorithms, data structures, and software engineering.']",['1-3 years of experience'],https://www.linkedin.com/jobs/view/machine-learning-engineer-at-quantcast-4187027078,LinkedIn
Senior Data Scientist - Pricing Team,Lyft,San Francisco,"['Ph.D. in Operations Research or other quantitative fields', '2+ years professional experience in technology companies', 'Proven experience with building and evaluating optimization models', 'Proficiency with Python and working in a production coding environment']","['Ph.D. in Operations Research or other quantitative fields or related work experience', '2+ years professional experience in technology companies', 'Proven experience with building and evaluating optimization models', 'Proficiency with Python and working in a production coding environment', 'Passion for solving unstructured and non-standard mathematical problems', 'End-to-end experience with data, including querying, aggregation, analysis, and visualization', 'Strong oral and written communication skills, and ability to collaborate and communicate with others to solve a problem']",https://www.linkedin.com/jobs/view/data-scientist-algorithms-pricing-at-lyft-4149935409,LinkedIn
Data Scientist,SSi People,"San Francisco, CA (Hybrid)",['AWS experience'],"['Bachelor’s degree with 3+ years of relevant experience or Master’s degree with 1+ year of experience', 'Proven experience deploying web applications, with a focus on R Shiny', '2+ years of experience with containerization and orchestration tools (Docker, Kubernetes)', 'Experience in developing UI-driven data science applications', 'Strong SQL skills', 'Excellent communication skills and the ability to explain technical concepts to a diverse group of users']",https://www.linkedin.com/jobs/view/data-scientist-at-ssi-people-4166586649,LinkedIn
"Senior Data Scientist, Product Analytics",Handshake,"San Francisco, with offices in New York, London, and Berlin","['Experience informing product roadmaps', 'Data modeling (we use dbt!)']","['Proven experience in using data to drive product development and decision-making and direct experience working with engineers and wider product teams', 'Strong communication and presentation skills, including the ability to translate data-related concepts and results for leadership and less technical stakeholders', 'Experience conducting exploratory analysis projects related to cohorting, time series analysis, and funnel analysis/optimization. Beyond just reporting metrics, we value the ability to dig in an explain the “why” behind trends', 'A clear understanding and demonstrable experience in experimentation design and process development, including comfort with A/B testing', 'Expertise in SQL is essential and comfort with Jupyter-style notebooks and Python or R statistics packages is a huge plus.', 'Experience creating dashboards and visualizations in tools such as Hex, Looker, Mode, etc.', 'Ability to start, own, and drive projects to completion with minimal guidance']",https://www.linkedin.com/jobs/view/senior-data-scientist-product-analytics-at-handshake-4096784817,LinkedIn
Data Scientist,Google,"['Sunnyvale, CA, USA', 'Boulder, CO, USA', 'Kirkland, WA, USA', 'New York, NY, USA', 'San Francisco, CA, USA', 'Waterloo, ON, Canada', 'Los Angeles, CA, USA', 'Seattle, WA, USA']","[""Master's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field."", '12 years of experience solving product or business problems, performing statistical analysis, and coding (e.g., Python, R, SQL).', 'Experience in extracting large sets of data with SQL and in designing ETL flows.', 'Experience working with Developers and Product Managers, especially around providing product-centric insights.', 'Track record of solving unstructured business problems with data science, translating results into impactful business recommendations, and measuring the success of those initiatives.']","[""Bachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field."", ""13 years of work experience using analytics to solve product or business problems, performing statistical analysis, and coding (e.g., Python, R, SQL) (or 10 years work experience and a Master's degree).""]",https://www.linkedin.com/jobs/view/data-scientist-gmail-and-chat-ai-model-quality-at-google-4165758376,LinkedIn
Machine Learning Researchers (Open-Endedness),Flagship Pioneering,Lila Sciences,"['PhD in quantitative disciplines ideal, but will consider self-taught researchers with exceptional achievements', 'Publications in relevant conferences, such as NeurIPS, ICML, AAAI, ICLR, GECCO, ICCC', 'Expertise in ML frameworks (PyTorch/TensorFlow/Jax); and/or QD algorithm implementation; and/or neuroevolution algorithm implementation', 'Experience in training and deploying ML models on distributed computing services (g. AWS/GCP/Azure, or clusters)']","['Candidates should have experience and/or interest in some or all of the following areas:', 'Designing, implementing, and modifying generative models through unconventional pipelines to achieve unconventional behaviors', 'Unconventional evaluation techniques, including subjective evaluation and the evaluation of interestingness', 'Creative approaches to investigating, understanding, and visualizing the internal representations of large models', 'Quality diversity (QD) algorithms like MAP-Elites, novelty search with local competition, POET, OMNI, minimal criterion novelty search, etc.']",https://www.linkedin.com/jobs/view/machine-learning-researchers-open-endedness-open-level-at-flagship-pioneering-4172905983,LinkedIn
Backend Engineer with Machine Learning Expertise,Kino AI,San Francisco,"['Experience with video processing pipelines or computer vision systems', 'Experience in React', 'Familiarity with GPU infrastructure and optimization (CUDA!)', 'Knowledge of media formats, codecs, and streaming protocols', 'Experience with LLMs, LLM-based retrieval, and LLM evals', 'Strong work with the OpenAI/Anthropic/Gemini APIs', 'Comfort with any of the major cloud providers: Azure, GCP, AWS, etc.', 'Background in search systems or information retrieval']","['3+ years of backend engineering and machine learning experience', 'Demonstrated expertise in Python', 'Building and deploying services using Docker and Docker Compose', 'Writing and optimizing complex SQL queries', 'Experience benchmarking and profiling API endpoints', 'Implementing robust monitoring, logging, and error handling', 'Proficiency in Python and experience with Pytorch or JAX', 'Comfort with large amounts of data (e.g., terabytes of video)', 'Comfort with web development', 'Ability to rapidly iterate on ideas and evaluate new approaches']",https://www.linkedin.com/jobs/view/backend-%2B-ml-engineer-at-kino-ai-4153684130,LinkedIn
Data Science Analyst - YouTube Search Verticals,Google,United States,"['5 years of experience using analytics to solve product or business problems, coding (e.g., Python, R, SQL), querying databases or statistical analysis, or a PhD degree.', 'PhD degree in Statistics, Data Science, Machine Learning, or, Physics, or, 3 years of work experience.']","[""Master's degree in Statistics, Data Science, Mathematics, Physics, Economics, Operations Research, Engineering, or a related quantitative field."", '3 years of experience using analytics to solve product or business problems, coding (e.g., Python, R, SQL), querying databases or statistical analysis, or a PhD degree.']",https://www.linkedin.com/jobs/view/research-data-scientist-youtube-search-at-google-4184342707,LinkedIn
Applied Data Scientist,Comulate,San Francisco,"['3+ years experience leveraging data-driven analysis and predictive modeling to drive key business decisions', 'Proficiency with SQL and relational databases', 'Contributed to predictive systems in a production environment', 'Excellent written and verbal communication skills; ability to clearly explain your work and collaborate with stakeholders', 'Comfortable with handling ambiguity and working in a self-directed manner', 'Curiosity about different industries and the data + business context within them']",[],https://www.linkedin.com/jobs/view/applied-data-scientist-at-comulate-4189607208,LinkedIn
Data Scientist,Artisan,Artisan,"['MS or PhD in Statistics, Computer Science, Mathematics, or related quantitative field preferred', 'Excellent communication skills with ability to explain complex concepts to technical and non-technical stakeholders']","['3+ years of professional experience in data science, with a focus on NLP, recommendation systems, or behavioral modeling', 'Strong statistical background with experience in experimental design, causal inference, and predictive modeling', 'Proficiency in Python and SQL, with experience using data science libraries (NumPy, Pandas, scikit-learn, PyTorch/TensorFlow)', 'Experience with large language models, embeddings, and vector databases', 'Familiarity with feature engineering techniques for machine learning models', 'Knowledge of data visualization tools (Tableau, Power BI, or similar)', 'Experience working with large, complex datasets and distributed computing frameworks', 'Track record of translating data insights into business impact']",https://www.linkedin.com/jobs/view/data-scientist-at-artisan-4185045120,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"[""Master's or Ph.D. Degree in a quantitative field""]","['A minimum of 6 years of work experience in analytics (minimum of 4 years with a Ph.D.)', ""Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience"", 'Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)']",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4181335965,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"[""Master's or Ph.D. Degree in a quantitative field""]","[""Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent"", '2+ years of work experience in analytics and data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)', '2+ years of experience solving analytical problems using quantitative approaches, understanding ecosystems, user behaviors & long-term product trends, and leading data-driven projects from definition to execution [including defining metrics, experiment, design, communicating actionable insights]']",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4152204588,LinkedIn
ML Engineer,Navier AI,San Francisco,"['Familiarity with PyTorch', 'Experience with transformer architectures', 'Expertise in deep learning for scientific computing', 'Proficiency in Python and scientific computing libraries', 'Experience in model designing']","['Strong familiarity with PyTorch', 'Experience with transformer architectures', 'Expertise in deep learning for scientific computing', 'Proficiency in Python and scientific computing libraries', 'Experience in model designing']",https://www.linkedin.com/jobs/view/ml-engineer-at-navier-ai-4136724492,LinkedIn
ML Engineer,Wispr Flow,Wispr Flow,"['Deep understanding of LLMs and transformer-based architectures', 'Experience in ML inference, multi-modal models, RL / DPO, fine-tuning, audio, async programming, low-level systems, data pipelines', 'Published seminal research / have a PhD', 'Large-scale and high-load production systems', 'Implementation of advanced methods for efficient fine-tuning', 'Maintaining or contributing to open-source ML projects', 'Managing machine learning workloads on Kubernetes clusters']","['Expertise in Python (2+ years)', 'Experience with ML / scientific frameworks: TensorFlow, Keras, Numpy, Scipy, Pandas', 'Love to build (no academic degree requirements)']",https://www.linkedin.com/jobs/view/ml-engineer-at-wispr-flow-4174763066,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"['Experience in collaborating with individuals and organizations', 'Experience working with large scale dataset', 'Internship experience in solving analytical problems using quantitative approaches']","[""Currently has or is pursuing a Bachelor's and/or Master’s degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta."", 'Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)', 'Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment', ""Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.""]",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187594996,LinkedIn
Data Scientist,Akkodis,"SFO, CA (Remote)","['4+ years of experience in data science, data engineering, and full-stack data development.', 'Experience handling large-scale datasets and working on data pipelines, reporting, and project-based work.', 'Data visualization experience (Tableau, Data Bricks, Superset; No Power BI or Looker).', 'Ability to work with financial data and conduct competitive analysis.', 'Strong analytical mindset with the ability to navigate ambiguous problems and translate data into business insights.']",['Strong SQL and Python proficiency.'],https://www.linkedin.com/jobs/view/data-scientist-at-akkodis-4177147428,LinkedIn
Marketing Data Scientist,Ginger Labs,"San Francisco, CA","['Strong knowledge of marketing analytics tools', 'Experience designing and analyzing A/B tests', 'Strong data storytelling skills', 'Proactive, self-starter attitude with strong organizational skills']","['4+ years of experience in Marketing Data Science, Growth Analytics, or Marketing Analytics', 'Deep understanding of marketing metrics']",https://www.linkedin.com/jobs/view/data-scientist-at-ginger-labs-4181180886,LinkedIn
Machine Learning Engineer,Aura Intelligence,Not specified,"['Strong proficiency in Python and production-grade software development', 'Solid understanding of GPU acceleration, resource optimization, and scalable ML inference pipelines', 'Strong SQL skills and experience with data warehouses', 'Familiarity with AWS (particularly S3) and broader cloud computing concepts', 'Experience setting up observability (metrics, logging, and alerting) for ML systems', 'Proficiency with CI/CD practices and testing frameworks (pytest for unit, integration, and model evaluation testing)', 'Knowledge of version control (Git) and best practices in documentation', 'Excellent problem-solving skills with a proven ability to debug complex production issues', 'Strong communication skills to effectively collaborate with both technical and non-technical team members', 'Experience with containerization (e.g., Docker) and orchestration platforms (e.g., Kubernetes)', 'Familiarity with serverless compute platforms (e.g., Modal) and workflow orchestration tools (e.g., Dagster)', 'Knowledge of additional classification models (e.g., XGBoost, FastText) and broader data engineering concepts', 'Understanding of data versioning, experiment tracking, and model registry practices', 'Experience with observability platforms (e.g., Datadog) and data warehouses like Snowflake']","['2+ years in machine learning engineering with a strong focus on production deployment', 'Proven experience deploying and optimizing transformer-based models (e.g., RoBERTa, BERT) in a production environment']",https://www.linkedin.com/jobs/view/machine-learning-engineer-mlops-team-at-aura-intelligence-4148118141,LinkedIn
Machine Learning Engineer (MLOPS),NobleAI,NobleAI,"['MSc Degree in Computer Science or a related field', '3+ years of experience in building and deploying ML systems', '3+ years of experience working with Python and MLOps tools, including Docker, Kubernetes, KubeFlow, TensorFlow, PyTorch, Sagemaker, MLFlow', '2+ years of cloud experience (AWS or Azure ML Platforms)', '3+ years of experience in Software Engineering practices such as version control, testing, DevOps (build pipelines, CI/CD), and Python package management']",['Understanding of machine learning algorithms and techniques'],https://www.linkedin.com/jobs/view/machine-learning-engineer-at-nobleai-4167885324,LinkedIn
Spring Intern - Data Science,C3 AI,C3 AI,"['Experience with scalable ML (MapReduce, Spark)', 'Experience in Generative AI, e.g., Large Language Models (LLMs), embedding models, prompt engineering, and fine-tuning', 'Experience with reinforcement learning', 'A portfolio of projects (GitHub, papers, etc.)']","['Pursuing or completed MS or PhD in Computer Science, Electrical Engineering, Statistics, or equivalent fields', 'Applied Machine Learning experience (regression and classification, supervised, self-supervised, and unsupervised learning)', 'Strong mathematical background (linear algebra, calculus, probability, and statistics)', 'Proficiency in Python and objected-oriented programming, e.g. JavaScript', 'Familiarity with key Python packages for data wrangling, machine learning, and deep learning such as pandas, sklearn, tensorflow, torch, langchain, etc.', 'Ability to drive a project and work both independently and in a cross-functional team', 'Smart, motivated, can-do attitude, and seeks to make a difference in a fast-paced environment', 'Excellent verbal and written communication']",https://www.linkedin.com/jobs/view/data-scientist-intern-spring-2025-at-c3-ai-4119970158,LinkedIn
Data Scientist - Machine Learning,Atomic AI,South San Francisco,"['History of scientific achievement, e.g. as evidenced by publication of impactful papers.', 'Conceptual understanding of ML model development and evaluation, and experience using ML models.', 'Experience with computational structural biology tools for modeling RNA secondary and tertiary structure (e.g. Rosetta, AlphaFold, RNAfold).', 'Understanding of RNA-SM interactions, including familiarity with structural properties of binding sites and experimental methods for evaluating binding.', 'Proficiency with pipelines for next-generation sequencing dataset processing.', 'Exposure to high throughput experimental assays for evaluating RNA structure and screening RNA-SM interactions.']","['Ph.D. in Computational Biology, Bioinformatics, Statistics, Biophysics, or related field, or equivalent experience.', 'Expertise in RNA biology and biochemistry, RNA-protein interactions, and RNA structure.', 'Proficiency in Python for data curation and analysis at scale, and fluency with libraries for data analysis (NumPy, pandas) and applied ML (scikit-learn).', 'Strong programming background, familiarity with Unix and comfort with using external software packages.', 'Strong foundation in statistics and experience with conducting statistical analysis of large-scale datasets.', 'Excellent presentation and writing skills, able to clearly communicate technical information to colleagues.']",https://www.linkedin.com/jobs/view/data-scientist-rna-biology-at-atomic-ai-4172521155,LinkedIn
Associate Data Scientist,"Williams-Sonoma, Inc.",San Francisco,"['Experienced programming and scripting with Python', 'Knowledge and understanding of BI visualization tools (e.g., Domo, Tableau, PowerBI, Looker)', 'Exposure with machine learning, marketing mix modeling (Bayesian), Markov Chain Monte Carlo (MCMC) algorithms, Deep Learning Neural Networks, Long Short Term Memory (LSTM), Prophet/NeuralProphet, Regression, A/B testing, and other related methodologies a huge plus']","['BA/BS or higher degree in Computer Science, Math, Physics, Engineering, Statistics, Biostatistics, Economics, Analytics, Applied Mathematics, Physical Sciences, or a related quantitative field', '0 - 2+ years of experience in an analytical role or equivalent academic coursework in data modeling, analytics, market research, or other data-centric field', 'Proficiency in SQL (1+ years) and Excel']",https://www.linkedin.com/jobs/view/associate-data-scientist-at-williams-sonoma-inc-4167373530,LinkedIn
AI Engineer,Artisan,Artisan,"['Experience with tools like Langsmith and Langchain for managing and optimizing LLM pipelines.', 'Proficiency with cloud platforms (AWS or Azure) and containerization technologies (e.g., Docker).']","['2+ years of professional experience in ML/AI engineering, with expertise in LLM fine-tuning and deployment.', 'Strong programming skills, particularly in Python, and experience with MLOps tools like MLflow.', 'Solid understanding of distributed systems and software engineering best practices.']",https://www.linkedin.com/jobs/view/ai-ml-engineer-at-artisan-4122691570,LinkedIn
Data Scientist - Climate Operations,Google,"San Francisco, CA, USA; Sunnyvale, CA, USA","['5 years of work experience with analysis applications and coding (Python, R, SQL)', '4 years of experience as a data scientist, including applying advanced analytics to planning and infrastructure problems', 'Experience in energy and climate domain, or greenhouse gas accounting']","[""Master's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, a related quantitative field, or equivalent practical experience"", '3 years of experience with statistical data analysis, data mining, and querying (e.g., SQL)', '1 year of experience managing analytical projects']",https://www.linkedin.com/jobs/view/data-scientist-iii-product-operations-data-science-at-google-4185769931,LinkedIn
"Data Scientist, Product Analytics",Meta,Meta,"[""Master's or Ph.D. Degree in a quantitative field""]","[""Bachelor's degree in Mathematics, Statistics, a relevant technical field, or equivalent"", '2+ years of work experience in analytics and data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)', '2+ years of experience solving analytical problems using quantitative approaches, understanding ecosystems, user behaviors & long-term product trends, and leading data-driven projects from definition to execution [including defining metrics, experiment, design, communicating actionable insights]']",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120825485,LinkedIn
Energy Systems Data Scientist,Pattern Energy,San Francisco,"['Preferred familiarity with cloud platforms and large dataset tools (e.g., Azure, Databricks, etc.)', 'Ability to work with large datasets, ensuring data integrity and reliability.', 'Strong problem-solving skills for complex energy scenarios.', 'Clear and concise reporting of findings to stakeholders.', 'Ability to explain technical concepts to non-technical audiences.', 'Manage deadlines, coordinate with teams, and handle multiple modeling tasks.']","['Bachelor’s and/or master’s in electrical engineering, economics, mathematics, or a related quantitative field (data science or data engineering emphasis desired).', '3-5 years of experience in energy trading, renewables development or energy industry forecasting/analytics/research.', 'Familiarity with capacity expansion, production cost models, or energy-related software.', 'Ability to work with datasets specific to energy systems, such as grid network models, load profiles, and pricing data. Strong knowledge of data wrangling and cleaning techniques, especially for time series, spatial, and network data.', 'Excellent programming skills in common languages (e.g., Python) and packages used by energy modeling field (e.g., geopandas, numpy, networkx, pandas), use of software best practices (e.g., Git), and familiarity with high performance computing environments.', 'Experience with extracting, transforming, and loading processes and tools for handling large-scale datasets. Demonstrated ability to develop and deploy Feature Engineering and Modeling applications to data platforms built on Databricks or similar platforms and platform components (e.g., Snowflake, ML Flow, Airflow, etc.)', 'Demonstrated experience in using Azure-based cloud applications, services and infrastructure or significant, transferrable experience with other Cloud Providers (e.g., AWS or GCP)', 'Comfortable creating data visualizations and deploying them on a company-wide level.', 'Implementation of storing system-level logs and responding to pipeline failures (including code errors, API statuses, data structure failures, and machine-based failures).']",https://www.linkedin.com/jobs/view/energy-systems-data-scientist-at-pattern-energy-4146405905,LinkedIn
Decision Scientist,Simbe,Simbe,"['Experience working with retail data or sales analytics', 'Familiarity with cloud data platforms (AWS, GCP, or Azure)', 'Understanding of A/B testing, predictive modeling, or machine learning techniques']","[""Bachelor's degree in Data Science, Analytics, Computer Science, Statistics, Mathematics, Economics, Business, or a related field"", '5+ years of experience in decision science, analytics, business intelligence, or a related field', 'Proven track record of bridging analytics with commercial objectives, particularly within Sales or Client Analytics teams', 'Adept at synthesizing complex data into actionable business recommendations', 'Strong SQL skills and experience working with relational databases', 'Hands-on experience with data visualization tools such as Tableau, Looker, Power BI, or similar', 'Experience with Python or R for data analysis is a plus', 'Ability to work in a fast-paced, dynamic environment and manage multiple priorities', 'Exceptional communication skills with a track record of presenting data-driven insights to stakeholders of all seniority levels']",https://www.linkedin.com/jobs/view/decision-scientist-client-analytics-at-simbe-4190647234,LinkedIn
"Data Scientist, Product Analytics",Lensa,"San Francisco, CA","['Experience in collaborating with individuals and organizations', 'Experience working with large scale dataset', 'Internship experience in solving analytical problems using quantitative approaches']","[""Currently has or is pursuing a Bachelor's and/or Master’s degree in Mathematics, Statistics, a relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta."", 'Experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), and/or statistical/mathematical software (e.g. R)', 'Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment', ""Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.""]",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-lensa-4188681637,LinkedIn
